trade_date,fund_code,fund_name,theme_id,theme_name,total_shares,nav,price,amount,discount_rate,share_source_id,share_is_official,nav_is_proxy,source_id
2026-07-20,159028,港股汽车ETF天弘,cross_border,跨境资产,126449016.0,0.7821,0.78,5089226.377,0.27,etf_spot,False,True,etf_spot
2026-07-20,159029,有色ETF广发,resources,资源与周期,367127712.0,0.7857,0.785,13778845.598,0.09,etf_spot,False,True,etf_spot
2026-07-20,159030,粮食ETF华夏,other,其他ETF,294968176.0,0.7693,0.77,11606903.036,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159031,粮食ETF博时,other,其他ETF,504028624.0,0.8593,0.856,3439298.128,0.38,etf_spot,False,True,etf_spot
2026-07-20,159032,工业有色ETF易方达,resources,资源与周期,267845019.0,0.79,0.791,17672050.237,-0.13,etf_spot,False,True,etf_spot
2026-07-20,159033,粮食ETF国泰,other,其他ETF,186323473.0,0.8726,0.872,22267897.711,0.07,etf_spot,False,True,etf_spot
2026-07-20,159035,软件ETF天弘,ai_computing,人工智能与算力,382859728.0,0.8183,0.819,12952365.507,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159036,软件开发ETF华宝,ai_computing,人工智能与算力,326740160.0,0.8993,0.898,18832333.842,0.14,etf_spot,False,True,etf_spot
2026-07-20,159037,价值ETF鹏华,other,其他ETF,141249832.0,0.987,0.984,5237002.39,0.3,etf_spot,False,True,etf_spot
2026-07-20,159038,粮食ETF易方达,other,其他ETF,177026939.0,0.8242,0.824,4981606.77,0.02,etf_spot,False,True,etf_spot
2026-07-20,159039,机器人ETF华安,ai_computing,人工智能与算力,509461424.0,0.8062,0.804,69632481.286,0.27,etf_spot,False,True,etf_spot
2026-07-20,159040,港股通互联网ETF鹏华,cross_border,跨境资产,64481087.0,1.1441,1.142,23058386.466,0.18,etf_spot,False,True,etf_spot
2026-07-20,159041,农业ETF鹏华,other,其他ETF,140471832.0,0.9895,0.988,5584702.102,0.15,etf_spot,False,True,etf_spot
2026-07-20,159042,价值ETF汇添富,other,其他ETF,180801105.0,0.9887,0.986,7378662.674,0.27,etf_spot,False,True,etf_spot
2026-07-20,159045,稀有金属ETF大成,other,其他ETF,180330213.0,0.7136,0.715,5657405.495,-0.2,etf_spot,False,True,etf_spot
2026-07-20,159046,绿电ETF天弘,new_energy,新能源,438476848.0,0.9385,0.939,25783383.802,-0.05,etf_spot,False,True,etf_spot
2026-07-20,159048,机器人ETF大成,ai_computing,人工智能与算力,179803897.0,0.8289,0.83,21532096.977,-0.13,etf_spot,False,True,etf_spot
2026-07-20,159049,有色ETF工银,resources,资源与周期,215073319.0,0.8686,0.864,11190898.181,0.53,etf_spot,False,True,etf_spot
2026-07-20,159050,机器人ETF广发,ai_computing,人工智能与算力,685703616.0,0.8176,0.82,58047728.277,-0.29,etf_spot,False,True,etf_spot
2026-07-20,159051,医疗器械ETF易方达,healthcare,医药医疗,145117894.0,0.9945,0.991,2604175.622,0.35,etf_spot,False,True,etf_spot
2026-07-20,159052,新能源电池ETF嘉实,new_energy,新能源,197926092.0,0.7967,0.796,6600322.07,0.09,etf_spot,False,True,etf_spot
2026-07-20,159053,稀有金属ETF华夏,other,其他ETF,161198132.0,0.8002,0.799,20774180.471,0.15,etf_spot,False,True,etf_spot
2026-07-20,159055,稀有金属ETF富国,other,其他ETF,128293952.0,0.8139,0.812,10391817.604,0.23,etf_spot,False,True,etf_spot
2026-07-20,159056,医疗器械ETF富国,healthcare,医药医疗,165934358.0,0.9934,0.997,9454757.388,-0.36,etf_spot,False,True,etf_spot
2026-07-20,159057,医疗器械ETF鹏华,healthcare,医药医疗,74715334.0,0.9959,0.993,4380457.845,0.29,etf_spot,False,True,etf_spot
2026-07-20,159059,电力ETF大成,utilities,公用事业与高股息,222830063.0,1.0561,1.049,124876489.664,0.67,etf_spot,False,True,etf_spot
2026-07-20,159060,粮食ETF浦银,other,其他ETF,77483423.0,0.9081,0.907,4101594.419,0.12,etf_spot,False,True,etf_spot
2026-07-20,159061,绿色电力ETF南方,utilities,公用事业与高股息,229640230.0,0.9498,0.955,12751483.245,-0.55,etf_spot,False,True,etf_spot
2026-07-20,159062,稀有金属ETF南方,other,其他ETF,122701256.0,0.7307,0.721,12253441.288,1.33,etf_spot,False,True,etf_spot
2026-07-20,159063,粮食ETF南方,other,其他ETF,70986647.0,0.9231,0.919,8591792.4,0.44,etf_spot,False,True,etf_spot
2026-07-20,159065,工程机械ETF景顺,other,其他ETF,122350818.0,0.9059,0.904,6085064.949,0.21,etf_spot,False,True,etf_spot
2026-07-20,159066,A股ETF建信,other,其他ETF,236733027.0,0.8827,0.878,9650100.004,0.53,etf_spot,False,True,etf_spot
2026-07-20,159067,绿色电力ETF鹏华,utilities,公用事业与高股息,112908737.0,1.0488,1.045,29915352.872,0.36,etf_spot,False,True,etf_spot
2026-07-20,159068,软件ETF华夏,ai_computing,人工智能与算力,126336570.0,0.9719,0.974,6646200.456,-0.22,etf_spot,False,True,etf_spot
2026-07-20,159070,工程机械ETF嘉实,other,其他ETF,123366883.0,0.9153,0.914,5226215.164,0.14,etf_spot,False,True,etf_spot
2026-07-20,159071,新能源电池ETF华宝,new_energy,新能源,119911738.0,0.7895,0.785,12883520.644,0.57,etf_spot,False,True,etf_spot
2026-07-20,159072,粮食ETF景顺,other,其他ETF,224285157.0,0.995,0.995,23805481.558,0.0,etf_spot,False,True,etf_spot
2026-07-20,159075,工业互联网ETF华夏,other,其他ETF,253197165.0,0.9052,0.898,11675554.927,0.8,etf_spot,False,True,etf_spot
2026-07-20,159076,创业板新能源ETF华宝,broad_market,宽基指数,278373008.0,0.7946,0.793,21601413.514,0.2,etf_spot,False,True,etf_spot
2026-07-20,159078,A股ETF富国,other,其他ETF,192262460.0,0.8899,0.886,9291448.889,0.44,etf_spot,False,True,etf_spot
2026-07-20,159085,价值ETF永赢,other,其他ETF,203535454.0,1.0224,1.015,134234055.314,0.72,etf_spot,False,True,etf_spot
2026-07-20,159091,港股通金融ETF易方达,finance,金融,152374196.0,1.0324,1.029,58562884.547,0.33,etf_spot,False,True,etf_spot
2026-07-20,159100,巴西ETF华夏,other,其他ETF,466546928.0,1.0966,1.098,18585950.9,-0.13,etf_spot,False,True,etf_spot
2026-07-20,159101,港股通科技ETF华夏,cross_border,跨境资产,3046311456.0,0.7536,0.754,357915223.905,-0.05,etf_spot,False,True,etf_spot
2026-07-20,159102,港股通生物科技ETF华安,healthcare,医药医疗,732622000.0,0.7577,0.756,83082785.081,0.22,etf_spot,False,True,etf_spot
2026-07-20,159103,金融科技ETF汇添富,finance,金融,329406768.0,0.6272,0.627,7601159.987,0.03,etf_spot,False,True,etf_spot
2026-07-20,159105,恒生生物科技ETF易方达,healthcare,医药医疗,223272984.0,0.8569,0.858,254465899.6,-0.13,etf_spot,False,True,etf_spot
2026-07-20,159106,民企300ETF前海开源,other,其他ETF,37579488.0,1.0291,1.03,2486449.074,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159107,创业板软件ETF富国,broad_market,宽基指数,667823008.0,0.7233,0.722,43982685.7,0.18,etf_spot,False,True,etf_spot
2026-07-20,159108,工业软件ETF博时,ai_computing,人工智能与算力,112738511.0,0.9214,0.923,6049937.955,-0.17,etf_spot,False,True,etf_spot
2026-07-20,159109,恒生50ETF景顺,cross_border,跨境资产,862163856.0,0.8225,0.819,65245587.615,0.43,etf_spot,False,True,etf_spot
2026-07-20,159117,港股通红利低波ETF鹏华,broad_market,宽基指数,61401153.0,1.0049,1.002,3456225.9,0.29,etf_spot,False,True,etf_spot
2026-07-20,159118,港股通红利低波ETF华夏,broad_market,宽基指数,70677020.0,0.9588,0.957,4838415.0,0.19,etf_spot,False,True,etf_spot
2026-07-20,159119,800现金流ETF招商,bonds_cash,债券与现金管理,163054229.0,0.9579,0.957,11996446.11,0.09,etf_spot,False,True,etf_spot
2026-07-20,159120,港股通科技ETF国联安,cross_border,跨境资产,153024466.0,0.7613,0.762,13564264.2,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159121,港股通汽车ETF易方达,cross_border,跨境资产,125481127.0,0.7524,0.75,40969501.4,0.32,etf_spot,False,True,etf_spot
2026-07-20,159122,创业板新能源ETF富国,broad_market,宽基指数,67160935.0,0.8324,0.833,4021748.7,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159123,光伏ETF嘉实,new_energy,新能源,372047024.0,0.834,0.837,7492662.5,-0.36,etf_spot,False,True,etf_spot
2026-07-20,159125,港股通科技ETF招商,cross_border,跨境资产,866245888.0,0.7306,0.73,63112115.646,0.08,etf_spot,False,True,etf_spot
2026-07-20,159126,港股通50ETF南方,cross_border,跨境资产,262616546.0,0.9375,0.938,15108504.907,-0.05,etf_spot,False,True,etf_spot
2026-07-20,159127,港股通红利ETF南方,broad_market,宽基指数,183844268.0,0.9371,0.934,12993064.366,0.33,etf_spot,False,True,etf_spot
2026-07-20,159128,港股科技ETF天弘,cross_border,跨境资产,1943760848.0,0.7395,0.74,121091922.399,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159129,化工ETF嘉实,resources,资源与周期,1188906592.0,0.9745,0.973,26582381.541,0.15,etf_spot,False,True,etf_spot
2026-07-20,159130,恒生生物科技ETF鹏华,healthcare,医药医疗,227389466.0,0.8594,0.858,13164084.992,0.16,etf_spot,False,True,etf_spot
2026-07-20,159131,港股通信息技术ETF华宝,cross_border,跨境资产,1808919904.0,0.9271,0.929,2917169812.02,-0.2,etf_spot,False,True,etf_spot
2026-07-20,159132,恒生生物科技ETF富国,healthcare,医药医疗,144963558.0,0.8863,0.888,67513146.6,-0.19,etf_spot,False,True,etf_spot
2026-07-20,159133,化工ETF天弘,resources,资源与周期,1683913344.0,0.9988,0.999,38669644.8,-0.02,etf_spot,False,True,etf_spot
2026-07-20,159135,港股通科技ETF前海开源,cross_border,跨境资产,642466384.0,0.808,0.81,16661395.443,-0.25,etf_spot,False,True,etf_spot
2026-07-20,159136,A50ETF广发,other,其他ETF,109414074.0,1.0138,1.022,2091310.409,-0.81,etf_spot,False,True,etf_spot
2026-07-20,159137,港股通医疗ETF华宝,healthcare,医药医疗,168632607.0,0.8526,0.853,78384469.261,-0.05,etf_spot,False,True,etf_spot
2026-07-20,159138,工程机械ETF易方达,other,其他ETF,330267920.0,0.8849,0.883,25315229.005,0.21,etf_spot,False,True,etf_spot
2026-07-20,159139,科创创业人工智能ETF华泰柏瑞,ai_computing,人工智能与算力,152109210.0,1.2991,1.3,51772277.2,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159140,科创创业人工智能ETF易方达,ai_computing,人工智能与算力,459936832.0,1.3045,1.308,101776579.36,-0.27,etf_spot,False,True,etf_spot
2026-07-20,159141,科创创业人工智能ETF永赢,ai_computing,人工智能与算力,1505060736.0,1.2291,1.228,146694631.318,0.09,etf_spot,False,True,etf_spot
2026-07-20,159142,科创创业人工智能ETF景顺,ai_computing,人工智能与算力,1017260144.0,1.251,1.27,142329122.332,-1.52,etf_spot,False,True,etf_spot
2026-07-20,159143,港股通央企红利ETF平安,broad_market,宽基指数,56554456.0,0.9493,0.95,3997321.8,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159145,工业软件ETF广发,ai_computing,人工智能与算力,61581845.0,0.7977,0.799,6252719.0,-0.16,etf_spot,False,True,etf_spot
2026-07-20,159146,电力ETF华宝,utilities,公用事业与高股息,772440848.0,1.04,1.047,71257033.226,-0.67,etf_spot,False,True,etf_spot
2026-07-20,159147,电池ETF南方,new_energy,新能源,1970409552.0,0.7923,0.791,31227811.8,0.16,etf_spot,False,True,etf_spot
2026-07-20,159148,石油ETF富国,resources,资源与周期,225466601.0,0.9163,0.93,27438846.2,-1.5,etf_spot,False,True,etf_spot
2026-07-20,159149,创业板新能源ETF工银,broad_market,宽基指数,57515298.0,0.7963,0.8,7714750.0,-0.46,etf_spot,False,True,etf_spot
2026-07-20,159150,深证50ETF易方达,other,其他ETF,91997623.0,1.6298,1.631,18031195.6,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159151,食品ETF华夏,consumption,消费,136651063.0,0.8947,0.893,40125611.0,0.19,etf_spot,False,True,etf_spot
2026-07-20,159152,港股通科技ETF平安,cross_border,跨境资产,852556096.0,0.7825,0.784,51671171.547,-0.19,etf_spot,False,True,etf_spot
2026-07-20,159153,消费电子ETF鹏华,consumption,消费,107725988.0,1.1778,1.169,24102351.234,0.75,etf_spot,False,True,etf_spot
2026-07-20,159155,电池ETF大成,new_energy,新能源,570513296.0,0.7936,0.793,26505267.235,0.08,etf_spot,False,True,etf_spot
2026-07-20,159156,电池ETF万家,new_energy,新能源,209461253.0,0.8413,0.839,3934729.9,0.27,etf_spot,False,True,etf_spot
2026-07-20,159157,有色金属ETF天弘,resources,资源与周期,8433758720.0,0.7452,0.745,102272996.211,0.03,etf_spot,False,True,etf_spot
2026-07-20,159158,电力ETF景顺,utilities,公用事业与高股息,1065535344.0,1.0297,1.041,95696890.266,-1.1,etf_spot,False,True,etf_spot
2026-07-20,159159,公用事业ETF国投瑞银,utilities,公用事业与高股息,125318582.0,1.0324,1.029,14848975.712,0.33,etf_spot,False,True,etf_spot
2026-07-20,159160,电池ETF东财,new_energy,新能源,235819254.0,0.7842,0.78,22541898.702,0.54,etf_spot,False,True,etf_spot
2026-07-20,159161,工程机械ETF东财,other,其他ETF,74331260.0,0.9214,0.919,983279.11,0.26,etf_spot,False,True,etf_spot
2026-07-20,159162,工业有色ETF鹏华,resources,资源与周期,490939840.0,0.7366,0.736,9708693.419,0.08,etf_spot,False,True,etf_spot
2026-07-20,159163,有色ETF泰康,resources,资源与周期,264807013.0,0.6551,0.656,4509920.585,-0.14,etf_spot,False,True,etf_spot
2026-07-20,159165,养殖ETF永赢,consumption,消费,114571257.0,0.863,0.865,9919180.2,-0.23,etf_spot,False,True,etf_spot
2026-07-20,159166,现金流ETF长城,bonds_cash,债券与现金管理,587816064.0,0.834,0.833,2736786.318,0.12,etf_spot,False,True,etf_spot
2026-07-20,159167,港股通医疗ETF工银,healthcare,医药医疗,216549164.0,0.8422,0.84,74639077.7,0.26,etf_spot,False,True,etf_spot
2026-07-20,159168,有色ETF富国,resources,资源与周期,551455056.0,0.7755,0.774,23899278.2,0.19,etf_spot,False,True,etf_spot
2026-07-20,159169,恒生生物科技ETF广发,healthcare,医药医疗,176874485.0,0.9111,0.907,47215434.175,0.45,etf_spot,False,True,etf_spot
2026-07-20,159170,港股通互联网ETF永赢,cross_border,跨境资产,392638352.0,0.8683,0.87,84793301.445,-0.2,etf_spot,False,True,etf_spot
2026-07-20,159171,工业有色ETF博时,resources,资源与周期,237532934.0,0.7167,0.715,3696634.409,0.24,etf_spot,False,True,etf_spot
2026-07-20,159172,养殖ETF汇添富,consumption,消费,393829296.0,0.8299,0.829,23313934.335,0.11,etf_spot,False,True,etf_spot
2026-07-20,159173,农牧ETF南方,other,其他ETF,54455388.0,0.8535,0.853,10140168.248,0.06,etf_spot,False,True,etf_spot
2026-07-20,159175,电池ETF易方达,new_energy,新能源,511270384.0,0.8401,0.837,30092725.781,0.37,etf_spot,False,True,etf_spot
2026-07-20,159176,家电ETF华宝,consumption,消费,21303341.0,0.9565,0.954,13128988.2,0.26,etf_spot,False,True,etf_spot
2026-07-20,159177,工程机械ETF鹏华,other,其他ETF,50619279.0,0.9207,0.918,15314688.0,0.29,etf_spot,False,True,etf_spot
2026-07-20,159178,消费电子ETF汇添富,consumption,消费,78432994.0,1.0268,1.032,17938628.704,-0.51,etf_spot,False,True,etf_spot
2026-07-20,159179,港股通互联网ETF工银,cross_border,跨境资产,99903568.0,0.872,0.872,29542723.692,0.0,etf_spot,False,True,etf_spot
2026-07-20,159180,软件ETF银华,ai_computing,人工智能与算力,30155926.0,0.9844,0.988,5642539.652,-0.37,etf_spot,False,True,etf_spot
2026-07-20,159181,石油ETF易方达,resources,资源与周期,148405335.0,0.8171,0.82,15758723.79,-0.35,etf_spot,False,True,etf_spot
2026-07-20,159182,家电ETF南方,consumption,消费,38485663.0,0.8965,0.897,457173.5,-0.06,etf_spot,False,True,etf_spot
2026-07-20,159183,新能源车ETF招商,new_energy,新能源,51387793.0,0.8109,0.82,5145205.212,-1.12,etf_spot,False,True,etf_spot
2026-07-20,159185,港股通信息技术ETF鹏华,cross_border,跨境资产,211099035.0,1.0556,1.058,449897303.486,-0.23,etf_spot,False,True,etf_spot
2026-07-20,159186,港股通汽车ETF鹏华,cross_border,跨境资产,87869245.0,0.7563,0.754,5715926.523,0.3,etf_spot,False,True,etf_spot
2026-07-20,159187,创业板新能源ETF景顺,broad_market,宽基指数,53176266.0,0.7933,0.794,3002842.8,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159188,红利100ETF景顺,broad_market,宽基指数,70601882.0,0.9263,0.928,4541732.7,-0.18,etf_spot,False,True,etf_spot
2026-07-20,159189,石油ETF华夏,resources,资源与周期,123083187.0,0.8224,0.825,13099040.565,-0.32,etf_spot,False,True,etf_spot
2026-07-20,159190,创业板新能源ETF天弘,broad_market,宽基指数,80069299.0,0.7882,0.789,9001140.175,-0.1,etf_spot,False,True,etf_spot
2026-07-20,159191,港股通科技ETF易方达,cross_border,跨境资产,73104851.0,0.9354,0.94,6519328.227,-0.49,etf_spot,False,True,etf_spot
2026-07-20,159192,家电ETF汇添富,consumption,消费,17987065.0,0.9312,0.92,4625403.546,1.2,etf_spot,False,True,etf_spot
2026-07-20,159193,新能源电池ETF银华,new_energy,新能源,231080335.0,0.7522,0.75,12240962.196,0.29,etf_spot,False,True,etf_spot
2026-07-20,159195,石油ETF华安,resources,资源与周期,90490164.0,0.8412,0.84,15269042.67,0.14,etf_spot,False,True,etf_spot
2026-07-20,159196,港股通信息技术ETF易方达,cross_border,跨境资产,199530324.0,1.1814,1.183,601511260.1,-0.14,etf_spot,False,True,etf_spot
2026-07-20,159197,石油ETF招商,resources,资源与周期,45388290.0,0.8385,0.841,12489760.348,-0.3,etf_spot,False,True,etf_spot
2026-07-20,159198,港股通信息技术ETF富国,cross_border,跨境资产,96344347.0,1.1869,1.189,343608737.31,-0.18,etf_spot,False,True,etf_spot
2026-07-20,159199,石油ETF平安,resources,资源与周期,73154938.0,0.8366,0.836,1166354.28,0.07,etf_spot,False,True,etf_spot
2026-07-20,159201,自由现金流ETF华夏,bonds_cash,债券与现金管理,14004275968.0,1.1474,1.154,678875963.71,-0.58,etf_spot,False,True,etf_spot
2026-07-20,159202,恒生互联网ETF万家,cross_border,跨境资产,1143401904.0,0.8505,0.854,240613198.992,-0.41,etf_spot,False,True,etf_spot
2026-07-20,159203,大盘成长ETF博时,other,其他ETF,9791913.0,1.3594,1.358,589514.0,0.1,etf_spot,False,True,etf_spot
2026-07-20,159205,创业板ETF东财,broad_market,宽基指数,441056064.0,1.6917,1.691,266922967.0,0.04,etf_spot,False,True,etf_spot
2026-07-20,159206,卫星ETF永赢,other,其他ETF,11955953408.0,1.2426,1.241,1027102905.638,0.13,etf_spot,False,True,etf_spot
2026-07-20,159207,高股息ETF广发,utilities,公用事业与高股息,1902483344.0,1.1504,1.153,164042822.758,-0.23,etf_spot,False,True,etf_spot
2026-07-20,159208,航空航天ETF万家,defense,军工,368462784.0,0.9663,0.967,24184588.5,-0.07,etf_spot,False,True,etf_spot
2026-07-20,159209,红利质量ETF招商,broad_market,宽基指数,1968635056.0,1.103,1.104,148989430.3,-0.09,etf_spot,False,True,etf_spot
2026-07-20,159210,港股通汽车ETF汇添富,cross_border,跨境资产,35349802.0,0.8417,0.844,42913495.1,-0.27,etf_spot,False,True,etf_spot
2026-07-20,159211,深证100ETF富国,other,其他ETF,19683294.0,1.4452,1.446,7078992.7,-0.06,etf_spot,False,True,etf_spot
2026-07-20,159212,深100ETF南方,other,其他ETF,73204367.0,1.4734,1.47,12721918.6,0.23,etf_spot,False,True,etf_spot
2026-07-20,159213,机器人ETF汇添富,ai_computing,人工智能与算力,452737568.0,1.1268,1.128,48934772.1,-0.11,etf_spot,False,True,etf_spot
2026-07-20,159215,A500ETF平安,broad_market,宽基指数,961582800.0,1.2756,1.273,38692158.96,0.2,etf_spot,False,True,etf_spot
2026-07-20,159216,深证100ETF大成,other,其他ETF,9548250.0,1.4826,1.482,4039079.1,0.04,etf_spot,False,True,etf_spot
2026-07-20,159217,港股通创新药ETF工银,healthcare,医药医疗,5760157696.0,1.1585,1.167,1106270906.3,-0.73,etf_spot,False,True,etf_spot
2026-07-20,159218,卫星ETF招商,other,其他ETF,2344616384.0,1.2646,1.263,239423214.229,0.13,etf_spot,False,True,etf_spot
2026-07-20,159219,深证100ETF融通,other,其他ETF,8388018.0,1.3733,1.369,3083141.9,0.31,etf_spot,False,True,etf_spot
2026-07-20,159220,港股通红利低波ETF华宝,broad_market,宽基指数,475569520.0,0.5827,0.585,26798051.9,-0.39,etf_spot,False,True,etf_spot
2026-07-20,159221,现金流ETF嘉实,bonds_cash,债券与现金管理,1170013232.0,1.1318,1.135,34405188.6,-0.28,etf_spot,False,True,etf_spot
2026-07-20,159222,自由现金流ETF易方达,bonds_cash,债券与现金管理,1477370400.0,1.2208,1.223,217851124.5,-0.18,etf_spot,False,True,etf_spot
2026-07-20,159223,现金流ETF永赢,bonds_cash,债券与现金管理,189844755.0,1.1083,1.112,12273446.1,-0.33,etf_spot,False,True,etf_spot
2026-07-20,159225,现金流ETF银华,bonds_cash,债券与现金管理,267744804.0,1.205,1.208,2801889.1,-0.25,etf_spot,False,True,etf_spot
2026-07-20,159226,中证A500增强ETF国泰,broad_market,宽基指数,99094840.0,1.23,1.229,23925125.8,0.08,etf_spot,False,True,etf_spot
2026-07-20,159227,航空航天ETF华夏,defense,军工,5300911104.0,0.9306,0.928,305802792.545,0.28,etf_spot,False,True,etf_spot
2026-07-20,159228,红利低波ETF长城,broad_market,宽基指数,112212692.0,1.0331,1.033,1790003.4,0.01,etf_spot,False,True,etf_spot
2026-07-20,159229,自由现金流ETF广发,bonds_cash,债券与现金管理,141056022.0,1.1735,1.179,14524798.3,-0.47,etf_spot,False,True,etf_spot
2026-07-20,159230,通用航空ETF华夏,defense,军工,319304224.0,0.8978,0.898,16633368.0,-0.02,etf_spot,False,True,etf_spot
2026-07-20,159231,通用航空ETF华宝,defense,军工,346091856.0,0.467,0.466,9745790.6,0.21,etf_spot,False,True,etf_spot
2026-07-20,159232,自由现金流ETF南方,bonds_cash,债券与现金管理,2158948560.0,1.1688,1.173,204886187.08,-0.36,etf_spot,False,True,etf_spot
2026-07-20,159233,自由现金流ETF平安,bonds_cash,债券与现金管理,539623424.0,1.167,1.166,35504592.8,0.09,etf_spot,False,True,etf_spot
2026-07-20,159235,中证现金流ETF大成,bonds_cash,债券与现金管理,2065729552.0,1.2022,1.21,174445710.7,-0.65,etf_spot,False,True,etf_spot
2026-07-20,159236,自由现金流ETF工银,bonds_cash,债券与现金管理,44722161.0,1.1646,1.162,7110133.3,0.22,etf_spot,False,True,etf_spot
2026-07-20,159237,港股汽车ETF工银,cross_border,跨境资产,28334226.0,0.875,0.873,35733522.3,0.23,etf_spot,False,True,etf_spot
2026-07-20,159238,沪深300增强ETF景顺,broad_market,宽基指数,47016186.0,1.2894,1.305,29107152.5,-1.21,etf_spot,False,True,etf_spot
2026-07-20,159239,港股通汽车ETF富国,cross_border,跨境资产,71280753.0,0.7907,0.792,10664142.6,-0.16,etf_spot,False,True,etf_spot
2026-07-20,159240,A500增强ETF天弘,broad_market,宽基指数,17619776.0,1.2616,1.262,4990620.7,-0.03,etf_spot,False,True,etf_spot
2026-07-20,159241,航空航天ETF天弘,defense,军工,1303074272.0,0.9525,0.95,91207171.4,0.26,etf_spot,False,True,etf_spot
2026-07-20,159242,创业板人工智能ETF大成,broad_market,宽基指数,579278576.0,2.033,2.04,120163595.531,-0.34,etf_spot,False,True,etf_spot
2026-07-20,159243,创业板人工智能ETF招商,broad_market,宽基指数,140030224.0,1.225,1.23,42186144.7,-0.41,etf_spot,False,True,etf_spot
2026-07-20,159245,港股通消费ETF富国,consumption,消费,69113296.0,0.8045,0.805,5293221.3,-0.06,etf_spot,False,True,etf_spot
2026-07-20,159246,创业板人工智能ETF富国,broad_market,宽基指数,3677655600.0,1.135,1.133,315789693.0,0.18,etf_spot,False,True,etf_spot
2026-07-20,159247,创业板ETF汇添富,broad_market,宽基指数,307984960.0,1.035,1.038,129971101.695,-0.29,etf_spot,False,True,etf_spot
2026-07-20,159248,人工智能ETF万家,ai_computing,人工智能与算力,118095652.0,1.8437,1.84,33120994.852,0.2,etf_spot,False,True,etf_spot
2026-07-20,159249,A500增强ETF工银,broad_market,宽基指数,93191923.0,1.2921,1.286,26796973.6,0.47,etf_spot,False,True,etf_spot
